Microsoft (R) COFF/PE Dumper Version 9.00.21022.08
Copyright (C) Microsoft Corporation.  All rights reserved.
        988  3DB 000288B0 ?Create@ScrollBar@DirectUI@@SAJ_NPEAVElement@2@PEAKPEAPEAV32@@Z
        989  3DC 000735D0 ?Create@ScrollItemProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
        990  3DD 00073C90 ?Create@ScrollProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
        991  3DE 00033324 ?Create@ScrollViewer@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
        992  3DF 000746DC ?Create@SelectionItemProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
        993  3E0 00074F80 ?Create@SelectionProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
        994  3E1 00028D04 ?Create@Selector@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
        995  3E2 00038AA0 ?Create@SelectorNoDefault@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
        996  3E3 0002D884 ?Create@ShellBorderLayout@DirectUI@@SAJHPEAHPEAPEAVValue@2@@Z
        997  3E4 0002D818 ?Create@ShellBorderLayout@DirectUI@@SAJPEAPEAVLayout@2@@Z
        998  3E5 0000F264 ?Create@StyleSheet@DirectUI@@SAJPEAPEAV12@@Z
        999  3E6 00028664 ?Create@StyledScrollViewer@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1000  3E7 000756F4 ?Create@TableItemProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       1001  3E8 0003811C ?Create@TableLayout@DirectUI@@SAJHPEAHPEAPEAVValue@2@@Z
       1002  3E9 0007621C ?Create@TableProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       1003  3EA 0006C530 ?Create@TextGraphic@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1004  3EB 000285A0 ?Create@Thumb@DirectUI@@SAJIPEAVElement@2@PEAKPEAPEAV32@@Z
       1005  3EC 00063E38 ?Create@Thumb@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1006  3ED 00076B20 ?Create@ToggleProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       1007  3EE 00061368 ?Create@UnknownElement@DirectUI@@SAJIPEAVElement@2@PEAKPEAPEAV32@@Z
       1008  3EF 00061240 ?Create@UnknownElement@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1009  3F0 000784F8 ?Create@ValueProxy@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       1010  3F1 0001C418 ?Create@VerticalFlowLayout@DirectUI@@SAJHPEAHPEAPEAVValue@2@@Z
       1011  3F2 0001C498 ?Create@VerticalFlowLayout@DirectUI@@SAJ_NIIIPEAPEAVLayout@2@@Z
       1012  3F3 0001DAE0 ?Create@Viewer@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1013  3F4 0003AA10 ?Create@XBaby@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1014  3F5 0003752C ?Create@XBaby@DirectUI@@SAJPEAVIXElementCP@2@PEAVXProvider@2@PEAUHWND__@@PEAVElement@2@PEAKPEAPEAV62@@Z
       1015  3F6 00036CD8 ?Create@XElement@DirectUI@@SAJIPEAVElement@2@PEAKPEAPEAV32@@Z
       1016  3F7 00036CC0 ?Create@XElement@DirectUI@@SAJPEAVElement@2@PEAKPEAPEAV32@@Z
       1017  3F8 000373C0 ?Create@XHost@DirectUI@@SAJPEAVIXElementCP@2@PEAPEAV12@@Z
       1018  3F9 00069E88 ?Create@XProvider@DirectUI@@SAJPEAVElement@2@PEAVIXProviderCP@2@PEAPEAV12@@Z
       1019  3FA 00037130 ?Create@XResourceProvider@DirectUI@@SAJPEAPEAV12@@Z
       1020  3FB 00037650 ?Create@XResourceProvider@DirectUI@@SAJPEAUHINSTANCE__@@PEBG11PEAPEAV12@@Z
       1021  3FC 00043318 ?CreateAccNameLabel@HWNDHost@DirectUI@@IEAAPEAUHWND__@@PEAU3@@Z
       1022  3FD 0000B5D0 ?CreateAtom@Value@DirectUI@@SAPEAV12@G@Z
       1023  3FE 00017DAC ?CreateAtom@Value@DirectUI@@SAPEAV12@PEBG@Z
       1024  3FF 00002360 ?CreateBool@Value@DirectUI@@SAPEAV12@_N@Z
       1025  400 00028700 ?CreateButtons@ScrollBar@DirectUI@@MEAAJXZ
       1026  401 0001858C ?CreateColor@Value@DirectUI@@SAPEAV12@K@Z
       1027  402 0001DBA4 ?CreateColor@Value@DirectUI@@SAPEAV12@KKE@Z
       1028  403 0001BAF8 ?CreateColor@Value@DirectUI@@SAPEAV12@KKKE@Z
       1029  404 0002E80C ?CreateCursor@Value@DirectUI@@SAPEAV12@PEAUHICON__@@@Z
       1030  405 00060984 ?CreateCursor@Value@DirectUI@@SAPEAV12@PEBG@Z
       1031  406 00060774 ?CreateDFCFill@Value@DirectUI@@SAPEAV12@II@Z
       1032  407 0002D37C ?CreateDTBFill@Value@DirectUI@@SAPEAV12@PEBGHH@Z
       1033  408 00036E7C ?CreateDUI@XProvider@DirectUI@@UEAAJPEAVIXElementCP@2@PEAPEAUHWND__@@@Z
       1034  409 0006C7D0 ?CreateDUICP@TaskPage@DirectUI@@EEAAJPEAVHWNDElement@2@PEAUHWND__@@1PEAPEAVElement@2@PEAPEAVDUIXmlParser@2@@Z
       1035  40A 00037224 ?CreateDUICP@XResourceProvider@DirectUI@@UEAAJPEAVHWNDElement@2@PEAUHWND__@@1PEAPEAVElement@2@PEAPEAVDUIXmlParser@2@@Z
       1036  40B 0000A674 ?CreateElement@DUIXmlParser@DirectUI@@QEAAJPEBGPEAVElement@2@1PEAKPEAPEAV32@@Z
       1037  40C 00007C50 ?CreateElementList@Value@DirectUI@@SAPEAV12@PEAV?$DynamicArray@PEAVElement@DirectUI@@$0A@@2@@Z
       1038  40D 00007B00 ?CreateElementRef@Value@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       1039  40E 0002A650 ?CreateEncodedString@Value@DirectUI@@SAPEAV12@PEBG@Z
       1040  40F 0006092C ?CreateExpression@Value@DirectUI@@SAPEAV12@PEAVExpression@2@@Z
       1041  410 000607E0 ?CreateFill@Value@DirectUI@@SAPEAV12@AEBUFill@2@@Z
       1042  411 000187D0 ?CreateGraphic@Value@DirectUI@@SAPEAV12@PEAUHBITMAP__@@EI_N11@Z
       1043  412 00060868 ?CreateGraphic@Value@DirectUI@@SAPEAV12@PEAUHENHMETAFILE__@@0@Z
       1044  413 0001B26C ?CreateGraphic@Value@DirectUI@@SAPEAV12@PEAUHICON__@@_N11@Z
       1045  414 00018D48 ?CreateGraphic@Value@DirectUI@@SAPEAV12@PEBGEIGGPEAUHINSTANCE__@@_N2@Z
       1046  415 0001B540 ?CreateGraphic@Value@DirectUI@@SAPEAV12@PEBGGGPEAUHINSTANCE__@@_N2@Z
       1047  416 0002CBF0 ?CreateHWND@CCBase@DirectUI@@UEAAPEAUHWND__@@PEAU3@@Z
       1048  417 0002CCA8 ?CreateHWND@CCBaseScrollBar@DirectUI@@UEAAPEAUHWND__@@PEAU3@@Z
       1049  418 00038F10 ?CreateHWND@Combobox@DirectUI@@UEAAPEAUHWND__@@PEAU3@@Z
       1050  419 00061E9C ?CreateHWND@Edit@DirectUI@@MEAAPEAUHWND__@@PEAU3@@Z
       1051  41A 0002A95C ?CreateHWND@Edit@DirectUI@@MEAAPEAUHWND__@@PEAU3@_N@Z
       1052  41B 00001A98 ?CreateHWND@HWNDHost@DirectUI@@MEAAPEAUHWND__@@PEAU3@@Z
       1053  41C 00036BB8 ?CreateHWND@XElement@DirectUI@@UEAAPEAUHWND__@@PEAU3@@Z
       1054  41D 00001720 ?CreateInt@Value@DirectUI@@SAPEAV12@H@Z
       1055  41E 0000DCF8 ?CreateLayout@DUIXmlParser@DirectUI@@IEAAJPEBUExprNode@ParserTools@2@P6AJHPEAHPEAPEAVValue@2@@Z@Z
       1056  41F 0000B250 ?CreateLayout@Value@DirectUI@@SAPEAV12@PEAVLayout@2@@Z
       1057  420 00037354 ?CreateParser@DUIFactory@DirectUI@@QEAAJXZ
       1058  421 00069F68 ?CreateParser@XProvider@DirectUI@@QEAAJPEAPEAVDUIXmlParser@2@@Z
       1059  422 0006C940 ?CreateParserCP@TaskPage@DirectUI@@EEAAJPEAPEAVDUIXmlParser@2@@Z
       1060  423 00069E00 ?CreateParserCP@XResourceProvider@DirectUI@@UEAAJPEAPEAVDUIXmlParser@2@@Z
       1061  424 00078194 ?CreatePatternProvider@Schema@DirectUI@@SAJW4Pattern@12@PEAVElementProvider@2@PEAPEAUIUnknown@@@Z
       1062  425 00004550 ?CreatePoint@Value@DirectUI@@SAPEAV12@HH@Z
       1063  426 000199D0 ?CreateRect@Value@DirectUI@@SAPEAV12@HHHH@Z
       1064  427 00033178 ?CreateScrollBars@ScrollViewer@DirectUI@@MEAAJXZ
       1065  428 00028858 ?CreateScrollBars@StyledScrollViewer@DirectUI@@MEAAJXZ
       1066  429 000043B4 ?CreateSize@Value@DirectUI@@SAPEAV12@HH@Z
       1067  42A 00002144 ?CreateString@Value@DirectUI@@SAPEAV12@PEBGPEAUHINSTANCE__@@@Z
       1068  42B 0005F820 ?CreateStyleParser@HWNDElement@DirectUI@@UEAAJPEAPEAVDUIXmlParser@2@@Z
       1069  42C 00069D48 ?CreateStyleParser@XBaby@DirectUI@@UEAAJPEAPEAVDUIXmlParser@2@@Z
       1070  42D 000107D0 ?CreateStyleSheet@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@PEBGPEAPEAVStyleSheet@2@@Z
       1071  42E 00011088 ?CreateStyleSheet@Value@DirectUI@@SAPEAV12@PEAVStyleSheet@2@@Z
       1072  42F 0000D24C ?CreateXmlReader@DUIXmlParser@DirectUI@@IEAAJPEAPEAUIXmlReader@@@Z
       1073  430 0000D134 ?CreateXmlReaderFromHGLOBAL@DUIXmlParser@DirectUI@@IEAAJPEAXPEAPEAUIXmlReader@@@Z
       1074  431 0000D378 ?CreateXmlReaderInputWithEncodingName@DUIXmlParser@DirectUI@@IEAAJPEAUIStream@@PEBGPEAPEAUIUnknown@@@Z
       1075  432 00013EE0 ?CtrlSubclassProc@HWNDHost@DirectUI@@KA_JPEAUHWND__@@I_K_J@Z
       1076  433 000DCC5C ?CultureProperty@Schema@DirectUI@@2HA
       1077  434 0000A24C ?CursorProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1078  435 000DCD0C ?CustomControlType@Schema@DirectUI@@2HA
       1079  436 0005E870 ?CustomProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1080  437 0005E860 ?DPIProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1081  438 0006C698 ?DUICreatePropertySheetPage@TaskPage@DirectUI@@QEAAJPEAUHINSTANCE__@@@Z
       1082  439 000DCC48 ?DataGridControlType@Schema@DirectUI@@2HA
       1083  43A 000DCBDC ?DataItemControlType@Schema@DirectUI@@2HA
       1084  43B 00061A6C ?DefaultAction@Button@DirectUI@@UEAAJXZ
       1085  43C 00001A98 ?DefaultAction@CCBase@DirectUI@@UEAAJXZ
       1086  43D 0006A9A0 ?DefaultAction@CCPushButton@DirectUI@@UEAAJXZ
       1087  43E 00001A98 ?DefaultAction@Element@DirectUI@@UEAAJXZ
       1088  43F 00036268 ?DefaultButtonTrackingProp@DialogElement@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1089  440 00042D64 ?DelayActivateTooltip@HWNDElement@DirectUI@@QEAAXXZ
       1090  441 00064EAC ?DeleteString@CCListBox@DirectUI@@QEAAHH@Z
       1091  442 00005E14 ?DesiredSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1092  443 00026060 ?Destroy@ClassInfoBase@DirectUI@@UEAAXXZ
       1093  444 00012E48 ?Destroy@DUIXmlParser@DirectUI@@QEAAXXZ
       1094  445 0001387C ?Destroy@Element@DirectUI@@QEAAJ_N@Z
       1095  446 00036330 ?Destroy@Expression@DirectUI@@QEAAXXZ
       1096  447 00007D30 ?Destroy@Layout@DirectUI@@QEAAXXZ
       1097  448 00012E48 ?Destroy@NativeHWNDHost@DirectUI@@QEAAXXZ
       1098  449 00036330 ?Destroy@XHost@DirectUI@@QEAAXXZ
       1099  44A 00016108 ?DestroyAll@Element@DirectUI@@QEAAJ_N@Z
       1100  44B 000025F0 ?DestroyCP@TaskPage@DirectUI@@EEAAXXZ
       1101  44C 00036330 ?DestroyCP@XResourceProvider@DirectUI@@UEAAXXZ
       1102  44D 00008108 ?DestroyListener@EventManager@DirectUI@@SAXPEAVElement@2@@Z
       1103  44E 0006240C ?DestroyWindow@NativeHWNDHost@DirectUI@@QEAAXXZ
       1104  44F 0006985C ?DestroyWindow@XHost@DirectUI@@QEAAXXZ
       1105  450 0002D6C8 ?Detach@Element@DirectUI@@QEAAXPEAVDeferCycle@2@@Z
       1106  451 0001F2CC ?Detach@HWNDHost@DirectUI@@QEAAXXZ
       1107  452 00007CF0 ?Detach@Layout@DirectUI@@UEAAXPEAVElement@2@@Z
       1108  453 00068720 ?DetachParser@DUIFactory@DirectUI@@QEAAPEAVDUIXmlParser@2@XZ
       1109  454 000022C8 ?DirectionProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1110  455 00040770 ?DirtyProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1111  456 00030040 ?Disconnect@DuiAccessible@DirectUI@@UEAAJXZ
       1112  457 00030090 ?Disconnect@HWNDElementAccessible@DirectUI@@UEAAJXZ
       1113  458 00031B04 ?Disconnect@HWNDHostAccessible@DirectUI@@UEAAJXZ
       1114  459 0005B084 ?DllsLoaded@CallstackTracker@DirectUI@@CAHXZ
       1115  45A 0007669C ?DoInvoke@?$PatternProvider@VExpandCollapseProvider@DirectUI@@UIExpandCollapseProvider@@$00@DirectUI@@IEAAJHZZ
       1116  45B 0007669C ?DoInvoke@?$PatternProvider@VGridItemProvider@DirectUI@@UIGridItemProvider@@$01@DirectUI@@IEAAJHZZ
       1117  45C 0007669C ?DoInvoke@?$PatternProvider@VGridProvider@DirectUI@@UIGridProvider@@$02@DirectUI@@IEAAJHZZ
       1118  45D 0007669C ?DoInvoke@?$PatternProvider@VInvokeProvider@DirectUI@@UIInvokeProvider@@$0A@@DirectUI@@IEAAJHZZ
       1119  45E 0007669C ?DoInvoke@?$PatternProvider@VRangeValueProvider@DirectUI@@UIRangeValueProvider@@$03@DirectUI@@IEAAJHZZ
       1120  45F 0007669C ?DoInvoke@?$PatternProvider@VScrollItemProvider@DirectUI@@UIScrollItemProvider@@$05@DirectUI@@IEAAJHZZ
       1121  460 0007669C ?DoInvoke@?$PatternProvider@VScrollProvider@DirectUI@@UIScrollProvider@@$04@DirectUI@@IEAAJHZZ
       1122  461 0007669C ?DoInvoke@?$PatternProvider@VSelectionItemProvider@DirectUI@@UISelectionItemProvider@@$06@DirectUI@@IEAAJHZZ
       1123  462 0007669C ?DoInvoke@?$PatternProvider@VSelectionProvider@DirectUI@@UISelectionProvider@@$07@DirectUI@@IEAAJHZZ
       1124  463 0007669C ?DoInvoke@?$PatternProvider@VTableItemProvider@DirectUI@@UITableItemProvider@@$09@DirectUI@@IEAAJHZZ
       1125  464 0007669C ?DoInvoke@?$PatternProvider@VTableProvider@DirectUI@@UITableProvider@@$08@DirectUI@@IEAAJHZZ
       1126  465 0007669C ?DoInvoke@?$PatternProvider@VToggleProvider@DirectUI@@UIToggleProvider@@$0L@@DirectUI@@IEAAJHZZ
       1127  466 0007669C ?DoInvoke@?$PatternProvider@VValueProvider@DirectUI@@UIValueProvider@@$0M@@DirectUI@@IEAAJHZZ
       1128  467 0003B2B0 ?DoInvoke@ElementProvider@DirectUI@@IEAAJHZZ
       1129  468 0003B300 ?DoInvoke@InvokeHelper@DirectUI@@QEAAJHPEAVElementProvider@2@P6APEAVProviderProxy@2@PEAVElement@2@@ZPEAD@Z
       1130  469 0006DE50 ?DoInvokeArgs@ElementProvider@DirectUI@@QEAAJHP6APEAVProviderProxy@2@PEAVElement@2@@ZPEAD@Z
       1131  46A 00007250 ?DoLayout@BorderLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1132  46B 00008430 ?DoLayout@FillLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1133  46C 0001AACC ?DoLayout@FlowLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1134  46D 00040E0C ?DoLayout@GridLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1135  46E 000025F0 ?DoLayout@Layout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1136  46F 00016630 ?DoLayout@NineGridLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1137  470 00041AF0 ?DoLayout@RowLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1138  471 00037EC0 ?DoLayout@TableLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1139  472 0001BC54 ?DoLayout@VerticalFlowLayout@DirectUI@@UEAAXPEAVElement@2@HH@Z
       1140  473 000751BC ?DoMethod@BrowserSelectionProxy@DirectUI@@UEAAJHPEAD@Z
       1141  474 0003B0E4 ?DoMethod@ElementProxy@DirectUI@@UEAAJHPEAD@Z
       1142  475 0007172C ?DoMethod@ExpandCollapseProxy@DirectUI@@UEAAJHPEAD@Z
       1143  476 00071BDC ?DoMethod@GridItemProxy@DirectUI@@UEAAJHPEAD@Z
       1144  477 000723F0 ?DoMethod@GridProxy@DirectUI@@UEAAJHPEAD@Z
       1145  478 0003B0B4 ?DoMethod@HWNDElementProxy@DirectUI@@UEAAJHPEAD@Z
       1146  479 00072E08 ?DoMethod@InvokeProxy@DirectUI@@UEAAJHPEAD@Z
       1147  47A 000749AC ?DoMethod@NavigatorSelectionItemProxy@DirectUI@@UEAAJHPEAD@Z
       1148  47B 0007325C ?DoMethod@ProgressRangeValueProxy@DirectUI@@UEAAJHPEAD@Z
       1149  47C 000750B0 ?DoMethod@RangeValueProxy@DirectUI@@UEAAJHPEAD@Z
       1150  47D 00073188 ?DoMethod@ScrollBarRangeValueProxy@DirectUI@@UEAAJHPEAD@Z
       1151  47E 00073628 ?DoMethod@ScrollItemProxy@DirectUI@@UEAAJHPEAD@Z
       1152  47F 00073CE8 ?DoMethod@ScrollProxy@DirectUI@@UEAAJHPEAD@Z
       1153  480 000750B0 ?DoMethod@SelectionItemProxy@DirectUI@@UEAAJHPEAD@Z
       1154  481 000750B0 ?DoMethod@SelectionProxy@DirectUI@@UEAAJHPEAD@Z
       1155  482 00074790 ?DoMethod@SelectorSelectionItemProxy@DirectUI@@UEAAJHPEAD@Z
       1156  483 000750BC ?DoMethod@SelectorSelectionProxy@DirectUI@@UEAAJHPEAD@Z
       1157  484 0007577C ?DoMethod@TableItemProxy@DirectUI@@UEAAJHPEAD@Z
       1158  485 00076340 ?DoMethod@TableProxy@DirectUI@@UEAAJHPEAD@Z
       1159  486 00076BA8 ?DoMethod@ToggleProxy@DirectUI@@UEAAJHPEAD@Z
       1160  487 00078550 ?DoMethod@ValueProxy@DirectUI@@UEAAJHPEAD@Z
       1161  488 000DCBFC ?DockPattern@Schema@DirectUI@@2HA
       1162  489 000DCC7C ?DocumentControlType@Schema@DirectUI@@2HA
       1163  48A 0005EA30 ?DoubleBuffered@Element@DirectUI@@QEAAX_N@Z
       1164  48B 0002E088 ?Drag@Thumb@DirectUI@@SA?AVUID@@XZ
       1165  48C 00083674 ?DrawOutlinesProp@Movie@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1166  48D 0005EE98 ?DumpDuiProperties@@YAXPEAVElement@DirectUI@@@Z
       1167  48E 0005EE70 ?DumpDuiTree@@YAXPEAVElement@DirectUI@@H@Z
       1168  48F 000DCC1C ?EditControlType@Schema@DirectUI@@2HA
       1169  490 0002F294 ?ElementFromPoint@HWNDElement@DirectUI@@QEAAPEAVElement@2@PEAUtagPOINT@@@Z
       1170  491 00072B58 ?ElementFromPoint@HWNDElementProxy@DirectUI@@IEAAJNNPEAPEAUIRawElementProviderFragment@@@Z
       1171  492 00072A34 ?ElementProviderFromPoint@HWNDElementProvider@DirectUI@@UEAAJNNPEAPEAUIRawElementProviderFragment@@@Z
       1172  493 0006DCD8 ?EnableDesignMode@DUIXmlParser@DirectUI@@QEAAXXZ
       1173  494 0005E7C4 ?EnableUiaEvents@Element@DirectUI@@QEAAX_N@Z
       1174  495 00001FD4 ?EnabledProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1175  496 000638D8 ?End@BaseScrollBar@DirectUI@@UEAAXXZ
       1176  497 00002D60 ?EndDefer@Element@DirectUI@@QEAAXK@Z
       1177  498 00003068 ?EndDefer@EventManager@DirectUI@@SAJPEAVElement@2@@Z
       1178  499 0006953C ?EnforceSizeProp@PushButton@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1179  49A 0005DF98 ?EnsureVisible@Element@DirectUI@@QEAA_NI@Z
       1180  49B 00017350 ?EnsureVisible@Element@DirectUI@@QEAA_NXZ
       1181  49C 000173D0 ?EnsureVisible@Element@DirectUI@@UEAA_NHHHH@Z
       1182  49D 00035760 ?EnsureVisible@Viewer@DirectUI@@UEAA_NHHHH@Z
       1183  49E 0003FF04 ?Enter@Edit@DirectUI@@SA?AVUID@@XZ
       1184  49F 0006BA34 ?Entered@Browser@DirectUI@@SA?AVUID@@XZ
       1185  4A0 0005D7CC ?EnumCallstackFrames@CallstackTracker@DirectUI@@QEAAHP6AXPEBD0KK@Z@Z
       1186  4A1 0000CA40 ?EnumPropertyInfo@ClassInfoBase@DirectUI@@UEAAPEBUPropertyInfo@2@I@Z
       1187  4A2 0002F7E0 ?EraseBkgnd@HWNDHost@DirectUI@@MEAA_NPEAUHDC__@@PEA_J@Z
       1188  4A3 0006A930 ?EstimateContentSize@CCPushButton@DirectUI@@UEAA?AUtagSIZE@@HHPEAVSurface@2@@Z
       1189  4A4 0003B950 ?EventFromEventId@Schema@DirectUI@@SA?AW4Event@12@H@Z
       1190  4A5 00017634 ?EventListener@EventManager@DirectUI@@SAJPEAVElement@2@PEAUEvent@2@@Z
       1191  4A6 00071620 ?Expand@ExpandCollapseProvider@DirectUI@@UEAAJXZ
       1192  4A7 000DCD34 ?ExpandCollapsePattern@Schema@DirectUI@@2HA
       1193  4A8 000DCDA8 ?ExpandCollapse_ExpandCollapseState_Property@Schema@DirectUI@@2HA
       1194  4A9 00038730 ?ExpandProp@Macro@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1195  4AA 0002EE60 ?ExpandedProp@Expandable@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1196  4AB 0002B848 ?ExtentProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1197  4AC 0002F0C0 ?FWantAnyEvent@EventManager@DirectUI@@SA_NPEAVElement@2@@Z
       1198  4AD 0005D870 ?FillSymbolInfo@CallstackTracker@DirectUI@@AEAAXPEAUSTACK_SYMBOL_INFO@12@_K@Z
       1199  4AE 00008024 ?Find@ElementProviderManager@DirectUI@@SAPEAVElementProvider@2@PEAVElement@2@@Z
       1200  4AF 00033BAC ?FindAccessibleRole@AccessibleButton@DirectUI@@CAPEBUACCESSIBLEROLE@12@H@Z
       1201  4B0 00006AE0 ?FindDescendent@Element@DirectUI@@QEAAPEAV12@G@Z
       1202  4B1 00006B50 ?FindDescendentWorker@Element@DirectUI@@AEAAPEAV12@G@Z
       1203  4B2 0006A294 ?FindElementWithShortcutAndDoDefaultAction@XProvider@DirectUI@@UEAAHGH@Z
       1204  4B3 0001FB4C ?FindInvokeHelper@InvokeManager@DirectUI@@CAPEAVInvokeHelper@2@PEAI@Z
       1205  4B4 0006F5EC ?FindProviderCallback@ElementProviderManager@DirectUI@@CA_NPEAVElementProvider@2@PEAX@Z
       1206  4B5 00063260 ?FindRefPoint@RefPointElement@DirectUI@@SAPEAVElement@2@PEAV32@PEAUtagPOINT@@@Z
       1207  4B6 0005F64C ?FindShortcut@HWNDElement@DirectUI@@SA_NGPEAVElement@2@PEAPEAV32@PEAH2H@Z
       1208  4B7 00040294 ?FindShortcutRecursive@HWNDElement@DirectUI@@KA_NGPEAVElement@2@PEAPEAV32@PEAH2H@Z
       1209  4B8 000660A8 ?FireAnimationChangeEvent@BaseScrollViewer@DirectUI@@IEAAX_N@Z
       1210  4B9 000175C4 ?FireEvent@Element@DirectUI@@QEAAXPEAUEvent@2@_N1@Z
       1211  4BA 00069488 ?FireHostEvent@PushButton@DirectUI@@AEAAXPEAVElement@2@_N@Z
       1212  4BB 0006BBE4 ?FireNavigate@Browser@DirectUI@@AEAAHG@Z
       1213  4BC 0006C348 ?FireNavigationEvent@Navigator@DirectUI@@AEAAXXZ
       1214  4BD 0002E16C ?FireStructureChangedEvent@EventManager@DirectUI@@SAJPEAVElement@2@W4StructureChangeType@@@Z
       1215  4BE 0003347C ?FlushWorkingSet@HWNDElement@DirectUI@@QEAAXXZ
       1216  4BF 00008B10 ?FontFaceProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1217  4C0 0002C728 ?FontProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1218  4C1 00008B40 ?FontQualityProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1219  4C2 00008B20 ?FontSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1220  4C3 00006928 ?FontStyleProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1221  4C4 00008B30 ?FontWeightProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1222  4C5 00069D80 ?ForceThemeChange@XBaby@DirectUI@@QEAAX_K_J@Z
       1223  4C6 0006A338 ?ForceThemeChange@XProvider@DirectUI@@UEAAJ_K_J@Z
       1224  4C7 00006938 ?ForegroundProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1225  4C8 00083DD4 ?Forward@Movie@DirectUI@@QEAAXXZ
       1226  4C9 00067484 ?FrameDurationProp@AnimationStrip@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1227  4CA 00067494 ?FrameIndexProp@AnimationStrip@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1228  4CB 00067474 ?FrameWidthProp@AnimationStrip@DirectUI@@SAPEBUPropertyInfo@2@XZ
       1229  4CC 000DCBF0 ?FrameworkId@Schema@DirectUI@@2HA
       1230  4CD 0006C9F4 ?FreeComCtl32@TaskPage@DirectUI@@AEAAXXZ
       1231  4CE 00035E5C ?FreeProvider@XElement@DirectUI@@QEAAXXZ
       1232  4CF 00059818 ?GetAbsorbsShortcut@Element@DirectUI@@QEAA_NXZ
       1233  4D0 00059720 ?GetAccDefAction@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1234  4D1 0003C128 ?GetAccDesc@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1235  4D2 0005974C ?GetAccHelp@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1236  4D3 000597A4 ?GetAccItemStatus@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1237  4D4 00059778 ?GetAccItemType@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1238  4D5 00030400 ?GetAccName@DuiAccessible@DirectUI@@IEAAJUtagVARIANT@@HPEAPEAG@Z
       1239  4D6 000596C4 ?GetAccName@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1240  4D7 000304D0 ?GetAccNameAsDisplayed@Element@DirectUI@@QEAAPEBGPEAPEAVValue@2@@Z
       1241  4D8 00031380 ?GetAccNameFromContent@DuiAccessible@DirectUI@@IEAAJPEAPEAG@Z
